3,0,0,0,663802,
1,0,0,0,593698,
1,0,0,0,592761,
1,0,0,0,592813,
1,0,0,0,593021,
1,0,0,0,593021,
1,0,0,0,592448,
1,0,0,0,592916,
1,0,0,0,592187,
1,0,0,0,592448,
1,0,0,0,592657,
1,0,0,0,592448,
1,0,0,0,592500,
1,0,0,0,592291,
1,0,0,0,592761,
1,0,0,0,592656,
1,0,0,0,592031,
1,0,0,0,592396,
1,0,0,0,592396,
1,0,0,0,591979,
1,0,0,0,592760,
1,0,0,0,592344,
1,0,0,0,592916,
1,0,0,0,592656,
1,0,0,0,592552,
1,0,0,0,592552,
1,0,0,0,592188,
1,0,0,0,592344,
1,0,0,0,592604,
1,0,0,0,592291,
1,0,0,0,592448,
1,0,0,0,592709,
1,0,0,0,592239,
1,0,0,0,592239,
1,0,0,0,592396,
1,0,0,0,592553,
1,0,0,0,592656,
1,0,0,0,592188,
1,0,0,0,592240,
1,0,0,0,592396,
1,0,0,0,592240,
1,0,0,0,592136,
1,0,0,0,592031,
1,0,0,0,592135,
1,0,0,0,592708,
1,0,0,0,592396,
1,0,0,0,592344,
1,0,0,0,592448,
1,0,0,0,592240,
1,0,0,0,592396,
1,0,0,0,592188,
1,0,0,0,592448,
1,0,0,0,592240,
1,0,0,0,592136,
1,0,0,0,591927,
1,0,0,0,592344,
1,0,0,0,592396,
1,0,0,0,592239,
1,0,0,0,592448,
1,0,0,0,592344,
1,0,0,0,592500,
1,0,0,0,592604,
1,3,1,0,686510,
1,3,1,0,671719,
1,3,1,0,671094,
1,3,1,0,671094,
1,3,1,0,670521,
1,3,1,0,670312,
1,3,1,0,670000,
1,3,1,0,670313,
1,3,1,0,665052,
1,3,1,0,670521,
1,3,1,0,670000,
1,3,1,0,670156,
1,3,1,0,664843,
1,0,0,0,592448,
1,0,0,0,592813,
1,0,0,0,592395,
1,0,0,0,592448,
1,0,0,0,592448,
1,0,0,0,592395,
1,0,0,0,592136,
1,0,0,0,592552,
1,0,0,0,592187,
1,0,0,0,592448,
1,0,0,0,592344,
1,0,0,0,592500,
1,0,0,0,592292,
1,0,0,0,592396,
1,0,0,0,592500,
1,0,0,0,592396,
1,0,0,0,592656,
1,0,0,0,592500,
1,0,0,0,592031,
1,0,0,0,592344,
1,0,0,0,592552,
1,0,0,0,592500,
1,0,0,0,592552,
1,0,0,0,592396,
1,0,0,0,592448,
1,0,0,0,592292,
1,0,0,0,592344,
1,0,0,0,592292,
1,0,0,0,592708,
1,0,0,0,592136,
1,0,0,0,592344,
1,0,0,0,592240,
1,0,0,0,592344,
1,0,0,0,592187,
1,0,0,0,592396,
1,0,0,0,592188,
1,0,0,0,592448,
1,0,0,0,592396,
1,0,0,0,592239,
1,0,0,0,592343,
1,0,0,0,592291,
1,0,0,0,592344,
1,0,0,0,592344,
1,0,0,0,592448,
1,0,0,0,592187,
1,0,0,0,592552,
1,0,0,0,592708,
1,0,0,0,592344,
1,0,0,0,592448,
1,0,0,0,591927,
1,0,0,0,592761,
1,0,0,0,592240,
1,0,0,0,592656,
1,0,0,0,592292,
1,0,0,0,592344,
1,0,0,0,592396,
1,0,0,0,592500,
1,0,0,0,592239,
1,0,0,0,592240,
1,0,0,0,592500,
1,0,0,0,592448,
1,0,0,0,592396,
1,0,0,0,591875,
1,0,0,0,592291,
1,0,0,0,592500,
1,0,0,0,592031,
1,0,0,0,592344,
1,0,0,0,599532,
1,0,0,0,592917,
1,0,0,0,592917,
1,0,0,0,592552,
1,0,0,0,592604,
1,0,0,0,592500,
1,0,0,0,592344,
1,0,0,0,592396,
1,0,0,0,592552,
1,0,0,0,592396,
1,0,0,0,592500,
1,0,0,0,592552,
1,0,0,0,592605,
1,0,0,0,591979,
1,0,0,0,592344,
1,0,0,0,592500,
