2238,
318,
294,
275,
317,
301,
316,
280,
310,
313,
303,
282,
320,
324,
6708,
289,
282,
312,
298,
4326,
305,
310,
277,
300,
5103,
307,
289,
298,
309,
4675,
285,
303,
300,
320,
5582,
305,
299,
291,
284,
4284,
323,
295,
294,
306,
347,
294,
321,
304,
299,
6473,
320,
317,
299,
277,
4245,
306,
300,
278,
299,
5166,
307,
281,
295,
305,
6950,
324,
312,
319,
286,
4135,
327,
319,
293,
319,
6746,
311,
291,
332,
319,
4302,
296,
301,
300,
311,
329,
300,
298,
275,
351,
6270,
312,
268,
313,
300,
4271,
282,
313,
294,
314,
62976,
