61,354,483,555,1590,
94,371,53,391,978,
67,364,44,335,876,
77,343,45,371,903,
67,327,44,330,834,
67,377,44,348,902,
66,363,42,446,983,
65,369,42,432,972,
80,395,46,369,957,
64,386,42,331,889,
63,408,42,325,901,
66,390,41,326,891,
66,387,42,340,901,
76,378,48,370,939,
70,387,44,358,925,
72,408,45,364,954,
64,373,43,329,875,
65,418,42,334,923,
73,407,44,362,952,
68,385,43,341,904,
65,528,43,359,1059,
65,363,44,361,899,
64,375,41,356,903,
77,389,47,399,979,
64,356,71,330,888,
66,385,42,329,888,
62,373,40,315,852,
63,346,41,333,848,
78,370,45,377,936,
104,359,48,382,964,
66,413,46,328,919,
66,399,42,327,900,
61,381,42,318,869,
69,348,45,363,896,
66,344,44,328,851,
62,375,39,325,867,
65,388,42,326,884,
62,385,40,323,874,
80,415,45,499,1108,
66,404,43,443,1024,
65,415,43,334,922,
63,406,41,329,902,
63,362,41,320,852,
73,408,45,366,956,
66,417,42,330,919,
61,390,41,326,883,
67,395,41,325,892,
60,384,40,320,867,
71,395,44,4798,5380,
86,415,50,357,974,
67,404,42,325,902,
62,400,43,333,904,
65,396,41,325,892,
76,388,46,364,939,
65,402,39,321,892,
64,397,41,325,893,
60,361,39,311,836,
65,399,42,327,897,
73,388,44,353,924,
67,372,43,347,894,
64,405,42,326,903,
65,386,43,327,887,
63,387,41,321,875,
78,386,43,363,937,
74,401,44,380,968,
69,403,45,334,916,
60,394,40,317,876,
65,386,42,326,883,
73,391,44,361,935,
65,364,42,326,862,
63,408,42,317,893,
67,391,41,325,889,
65,406,41,317,894,
76,403,44,364,952,
72,386,47,354,924,
70,387,42,353,919,
67,409,43,333,918,
65,413,41,324,907,
75,409,46,362,958,
64,423,43,320,915,
65,415,44,334,925,
63,398,41,319,884,
65,383,43,323,879,
74,421,44,361,967,
65,425,41,326,922,
64,413,42,324,907,
64,367,44,322,861,
61,364,43,318,851,
77,459,44,361,1008,
63,426,42,333,927,
77,411,47,369,969,
65,413,43,333,918,
68,429,41,329,934,
75,437,44,370,992,
67,366,41,331,870,
64,553,42,328,1052,
61,506,43,318,991,
74,378,45,362,928,
76,371,44,3526,4090,
86,1382,48,356,1942,
65,360,42,329,860,
68,355,44,343,875,
63,413,42,320,903,
78,427,45,373,990,
65,355,42,326,852,
66,374,41,329,876,
62,373,44,320,862,
65,358,41,327,857,
76,369,43,352,905,
67,365,43,330,871,
64,361,43,330,862,
67,392,43,329,898,
61,360,41,322,849,
74,350,44,376,911,
68,366,42,322,864,
64,384,42,325,881,
72,363,46,366,916,
66,362,43,331,867,
73,376,43,361,919,
61,370,43,325,862,
65,363,41,322,857,
65,365,41,328,865,
81,384,48,418,1003,
83,374,47,395,968,
70,372,45,336,887,
62,367,42,324,860,
66,372,45,331,879,
64,358,43,319,849,
87,392,49,404,1002,
67,400,43,340,917,
64,362,43,328,861,
63,375,41,324,866,
67,367,41,335,875,
73,381,43,356,920,
69,365,45,352,897,
63,363,43,321,853,
65,365,43,325,863,
64,365,42,320,939,
77,379,43,474,1041,
66,376,41,366,915,
67,384,42,381,937,
68,413,43,331,946,
65,393,43,326,891,
82,367,46,370,931,
62,378,42,324,872,
64,374,41,320,863,
62,334,42,320,849,
66,344,42,328,849,
74,372,45,2847,3409,
92,351,53,398,963,
68,372,45,344,896,
66,371,43,336,882,
66,386,42,335,894,
83,367,47,393,958,
67,377,42,330,880,
61,383,41,326,877,
65,349,42,319,838,
66,370,43,330,873,
